iteration,best_score,mean_score,upper_particles,lower_particles
297,-491884800.0,-1165215.0,192,160
298,-491884800.0,-215456576.0,192,160
299,-491960032.0,66036208.0,192,160
300,-492218880.0,-96406432.0,192,160
301,-492330496.0,-112746696.0,192,160
302,-492352288.0,-179443088.0,192,160
303,-492352288.0,-243091520.0,192,160
304,-492384352.0,-170772496.0,192,160
305,-492384352.0,-155843392.0,192,160
306,-492384352.0,27792800.0,192,160
307,-492439616.0,-77574232.0,192,160
308,-492439616.0,-222753840.0,192,160
309,-492439616.0,-271804608.0,192,160
310,-492439616.0,-233416992.0,192,160
311,-492439616.0,-242273136.0,192,160
312,-492439616.0,-34669312.0,192,160
313,-492446848.0,-154944624.0,192,160
314,-492488320.0,-165120624.0,192,160
315,-492497440.0,-141619936.0,192,160
316,-492504448.0,-223558736.0,192,160
317,-492552320.0,-163920288.0,192,160
318,-492672544.0,-136391744.0,192,160
319,-492672544.0,-169313600.0,192,160
320,-492672544.0,-271929952.0,192,160
