iteration,best_score,mean_score,upper_particles,lower_particles
271,-686894336.0,-563750016.0,192,160
272,-686960384.0,-586656960.0,192,160
273,-687194944.0,-565051648.0,192,160
274,-687348352.0,-585226624.0,192,160
275,-687348352.0,-533815680.0,192,160
276,-687348352.0,-546622080.0,192,160
277,-687348352.0,-543836352.0,192,160
278,-687348352.0,-505136416.0,192,160
279,-687956096.0,-530364320.0,192,160
280,-687956096.0,-499892128.0,192,160
281,-687956096.0,-500123456.0,192,160
282,-687956096.0,-536003328.0,192,160
283,-687956096.0,-441392960.0,192,160
284,-687956096.0,-493443552.0,192,160
285,-688218240.0,-498439072.0,192,160
286,-688218240.0,-509170880.0,192,160
287,-688218240.0,-505802240.0,192,160
288,-688218240.0,-499847168.0,192,160
289,-688218240.0,-527725120.0,192,160
290,-688220992.0,-571142656.0,192,160
291,-688278464.0,-520393728.0,192,160
292,-688278464.0,-491198080.0,192,160
293,-688278464.0,-442587744.0,192,160
294,-688278464.0,-506163712.0,192,160
295,-688278464.0,-542220480.0,192,160
296,-688278464.0,-510407616.0,192,160
297,-688278464.0,-517943712.0,192,160
298,-688278464.0,-541125120.0,192,160
299,-688278464.0,-546120640.0,192,160
300,-688278464.0,-523865312.0,192,160
301,-688299904.0,-463341856.0,192,160
302,-688397952.0,-544677248.0,192,160
303,-688397952.0,-524134304.0,192,160
304,-688397952.0,-587214720.0,192,160
305,-688441856.0,-543809728.0,192,160
306,-688458112.0,-551286464.0,192,160
307,-688458112.0,-515690720.0,192,160
308,-688458112.0,-558076032.0,192,160
309,-688458112.0,-540242624.0,192,160
310,-688475904.0,-552065664.0,192,160
311,-688531648.0,-572003776.0,192,160
312,-688646656.0,-573617536.0,192,160
313,-688695680.0,-550863616.0,192,160
314,-688695680.0,-583468544.0,192,160
315,-688748032.0,-586467328.0,192,160
316,-688748032.0,-616973120.0,192,160
317,-688907648.0,-573757312.0,192,160
318,-688907648.0,-567907776.0,192,160
319,-688934528.0,-535261664.0,192,160
320,-688934528.0,-579788288.0,192,160
